,Product Name,Product Description,Discounted Price,Original Price,Discount Percentage,Customer Rated Rating,Customer Review Test,Reviewers Name,Review_posted_dates
64,ADIDAS,Men IN SMU3S CO Aeroready T-shirt,₹1049,₹1499,(30% OFF),"[5, 5, 5]","['The colour boost your appearance and enhance a glow on your face.', 'Great product with genuine branding', 'Original product from ADIDAS']","['Nithin Mity', 'Shubham Raj', 'Ujjwal Baishnab']","['21 Dec 2023', '21 May 2023', '8 May 2023']"
65,Roadster,Men Green & White Pure Cotton Colourblocked Polo Collar T-shirt,₹587,₹1399,(58% OFF),"[5, 5, 5]","['Perfect tight fit', 'Nice product and perfect fitted to my brother. He is very happy with the product. And delivery boy is also so sweet and humble. Thank you for having the service like this.', 'Very nice t shirt Amazing fabric']","['Emadul Hasan', 'Minakhi Digal', 'Anjali Kumari']","['26 Apr 2022', '17 July 2022', '15 June 2022']"
66,WROGN,Men Rust Red Graphic Printed Cotton T-shirt,₹626,₹1099,(43% OFF),"[5, 4, 4]","['Nice quality .. I recently ordered more than 10 T-shirt from WROGN , switched from UCB n Jack n John, I loved quality n thank you for delivery newer product not old product manufacturer 1 year old', 'Size was as expected.fabric was smooth.colour and print is very nice m loving it', 'Material quality is good. Design print looks cool.not surr how long does the design stays on the tshirt after few washes, but overall the tshirt looks cool on me and i really liked it..thanks..']","['Anil Kr', 'Dr Ritvik Kaundal', 'Ashwin']","['24 Sept 2020', '2 Dec 2021', '15 July 2020']"
67,Roadster,The Life Co. Men Solid Minimal Embroidered Polo Collar Pure Cotton T-shirt,₹579,₹1499,(Rs. 920 OFF),[4],['Ok good'],['Madhu Sheelam'],['8 Jan 2024']
68,NOBERO,Round Neck Short Sleeves Oversized Cotton T-shirt,₹469,₹999,(Rs. 530 OFF),[],[],[],[]
69,Nautica,Round-Neck Embroidered Detail Pure Cotton T-shirt,₹527,₹1599,(67% OFF),[],[],[],[]
70,FCUK,Typography Drop-Shoulder Sleeves Pure Cotton Applique Oversized T-shirt,₹629,₹1799,(65% OFF),[],[],[],[]
71,HRX by Hrithik Roshan,Men Off-White Printed T-shirt,₹419,₹699,(40% OFF),"[5, 5, 4]","['The quality was amazing I just love it I buy it for someone he like it very much and this is very good fitting. ❤️✨ After using for one year I am giving this review I was it too many times it looks still new . And the fabric was to soft just love it thank you so much Myntra and delivery was so fast.', 'Fitting was good, material quality was as expected, received the colour as seen in image at the time of booking. Overall 1st purchase experience from Myntra was good.?', 'The T-shirt fits well and good quality. Very satisfied with the product']","['Rimi Maitra', 'Biplab Ghosh', 'Rohit Sethi']","['15 Aug 2023', '28 Aug 2022', '20 Jan 2023']"
72,OG For Real,Graphic Printed Drop-Shoulder Sleeves Cotton Oversized T-shirt,₹699,₹1890,(Rs. 1191 OFF),[],[],[],[]
73,H&M,Loose-Fit Pure Cotton T-Shirt,Rs. 799,,,,,,
74,WROGN,Men Multicoloured Tie and Dye Printed Pure Cotton Slim Fit T-shirt,₹753,₹1299,(42% OFF),"[4, 4, 5]","[""Cloth is nice, if you're lean & fit only then its gonna suit.. Not for fat people, it'll look dull.."", 'Good product and fast delivery', ""It's good...!""]","['Kartik J', 'Kiran', 'Vishwak Sena']","['21 June 2022', '2 June 2022', '11 June 2022']"
75,Nautica,Men Navy Blue Printed Pure Cotton T-shirt,₹527,₹1599,(67% OFF),"[5, 5, 5]","['Superb tshirt. Good quality, full.paisa wasul quality', 'Nice product and perfect fit', 'Gud quality']","['Myntra Customer', 'Rahul', 'Sandeep']","['22 Oct 2021', '6 Jan 2024', '26 Aug 2023']"
76,XYXX,Men Blue N9 Silver Finish Solid Lounge T-shirts,₹395,₹599,(34% OFF),"[5, 1]","['The softness and luxury of this t-shirt, in addition to its ideal fit, make it a favorite. Summers are saved cool for me with a natural cotton T-shirt. Attractive, brilliant shadeation and first-class fabric Ordering those clothes has been a exceptional selection for me.', 'Started creation of cotton’s Small balls on t shirts in first wash it self Fabric of cloth is seams old or stored for a long time in warehouse Color of t shirts changed within 3 wash Elasticity of fabric is irreversible so bech size changed in 1 week Overall all dissatisfied from quality of the t shirts']","['Murali', 'Kathiriya Mayur']","['14 July 2023', '18 June 2023']"
77,Ducati,Typography Printed Pure Cotton Boxt T-shirt,₹539,₹1799,(70% OFF),[],[],[],[]
78,Roadster,The Life Co. Striped Polo Collar T-shirt,₹789,₹1499,(Rs. 710 OFF),"[2, 4, 1]","['After one two was it seems different and you can use it in home only', 'Good looking', '1st time i ordered from this app Really very disappointed']","['Saroj', 'Varaprasad Vanacharla', 'Ajith']","['24 Nov 2023', '27 Dec 2023', '22 Aug 2023']"
79,Kryptic,Men White & Blue Printed Polo Collar Pure Cotton T-shirt,₹509,₹1499,(66% OFF),"[4, 5, 5]","['Nice product...! worth money', 'Superb, fitting is perfect..I Love it ❤️❤️? thank you Myntra.love you Myntra ???? very much happy happy', 'Quality is awesome. It is lil lengthy but cloth is smooth and design is as per the pics. Totally satisfied.']","['Radhika Pophale', 'Yeasinara Begum', 'Santosh']","['4 Dec 2023', '27 June 2023', '30 Sept 2023']"
80,Roadster,Men Navy Printed Cotton Pure Cotton T-shirt,₹311,₹799,(61% OFF),"[4, 3, 4]","['Product quality is good but size is not fit to me as I expected. Size I ordered - S but fitting looks like M. If any one wants to order this company product, go for the size = size-1.', ""It was good to wear at home......but in case of gifting someone or wearing it on a casual outwear basis it's not at all appropriate .thats it if you'll are looking for a cheap comfy indoor t'ss this is the one ua looking for."", 'Fabric is good comparing the price Quality of the rib material should be of better quality coz in a t shirt what matters is the Quality of the rib used in the collar and sleeves.']","['Murai P', 'Shireen', 'Nasir']","['8 July 2021', '14 Feb 2022', '2 June 2022']"
81,French Connection,Polo Collar Pure Cotton T-shirt,₹428,₹1299,(67% OFF),[4],"[""Good for the price and looks smartnwitb the shirt collar. The colour is also exactly as described and the fit is perfect. What could be better though is the fabric. It's cotton but on the thicker side and slightly rough vs soft cotton. Will suit well in colder climates but not recommended for humid and hot temperatures""]",['Jomy'],['16 Dec 2023']
82,Roadster,The Lifestyle Co. Men Blue Printed Pure Cotton Polo Collar T-shirt,₹447,₹1399,(68% OFF),"[5, 1, 5]","['Good product', 'After 2-3 washes, cloth looks old.', ""It's a good product and value for money.""]","['Praveen', 'Anish Kumar', 'Dinesh Rajendran']","['19 Oct 2022', '14 Nov 2022', '13 Apr 2023']"
83,FREE SOCIETY,Graphic Printed Pure Cotton Oversized T-shirt,₹593,₹1799,(67% OFF),"[5, 3, 2]","['Good', ""Quality and looks was nice but the back print doesn't gonna stay for very long..."", 'The cloth quality is shiny in dayligh']","['Anil Thanishq', 'Ankit', 'Anish']","['7 Jan 2024', '20 Dec 2023', '13 Dec 2023']"
84,Roadster,Men Solid Regular Fit T-shirt,₹339,₹999,(Rs. 660 OFF),"[4, 2, 4]","['The quality of the Tshirt is nice at the price it has been offered.', 'Material quality is not upto the mark , it looks dirty in white colour.kindly improve the quality of the fabric.', '']","['Wasim Firoz', 'Pragathish S', 'Nishan Mitra']","['1 Oct 2023', '26 Dec 2023', '18 Sept 2023']"
85,The Souled Store,Rick & Morty Printed Pure Cotton T-shirt,₹739,₹999,(26% OFF),[],[],[],[]
86,HRX by Hrithik Roshan,Men Brand Logo Printed Regular Fit T-shirt,₹404,₹899,(55% OFF),[3],['Nice 👍👍'],['Ashwin Wadia'],['15 Jan 2024']
87,INVICTUS,Peach-Coloured Polo T-shirt,₹439,₹1099,(60% OFF),"[4, 4, 4]","['Quality of the product is good. However the color of the product shown in picture is different when actual product is received. I liked the actual color. Its bit orangish shade rather than peach shade. Price should be 400-500 max.', 'Collar quality is good. Buttons are also good quality. Colour shade is good. ( Light orange) Fit of M size is good for medium to slim built man. Material looks good. Actual quality can be told only after several uses and wash cycles.', 'Value of the money T-Shirt is good as expected, quality is Very nice,just I love it I recommend to purchase this product.']","['Pratik Pandit', 'Atul Shah', 'Md Mohtesib']","['30 June 2020', '14 Nov 2021', '14 Feb 2021']"
88,Roadster,The Lifestyle Co. Graphic Printed Pure Cotton Oversized Fit T-shirt,₹373,₹1099,(66% OFF),"[5, 5, 5]","['Product quality is good', 'Go for it', 'Product is excellent']","['Rahul', 'Ankit Giri', 'Praveen Naidu']","['1 Oct 2023', '26 July 2023', '4 Dec 2023']"
89,Mast & Harbour,"Men Navy Blue, Red & Grey Colourblocked Polo Collar T-shirt",₹493,₹1299,(62% OFF),"[5, 5, 5]","['Good quality cloth. I chose XL size as I wasnt sure about the sizings, but for a person using 40 shirt size, XL size would fit in perfectly', 'Superb Quality Osm❤️', 'Very nice tshirt, slightly loose from shoulder. But overall nice product, thanx myntra']","['Tharun Namboothiri', 'Akshay Jagdish Kene', 'Ankit']","['1 Oct 2021', '20 Feb 2023', '19 Jan 2021']"
90,HRX by Hrithik Roshan,HRX By Hrithik Roshan Racketsport Men Optic White Rapid-Dry Abstract Tshirts,₹494,₹1099,(55% OFF),"[5, 5, 5]","['Shirt is just right, has the sweatshirt feel, color and feel is good.', 'Nice stitching quality, fabric is also nice and comfortable', 'Good material, correct fit shirt. I love ❤️ it']","['Anirudh', 'Vipul Narang', 'Myntra Customer']","['3 Sept 2023', '26 Dec 2023', '21 Dec 2023']"
91,Roadster,The Life Co. Solid Polo Collar T-shirt,₹609,₹899,(Rs. 290 OFF),"[3, 4, 3]","[""The fit is good. Also the color is pinpoint. But I am concerned about the fabric. It's said cotton in description but it doesn't feel so in real life. Don't know if it needs a wash to be comfortable or not. I'll try it and then after a wash, I'll update my review. For now, it's a 3star bcz of the fabric quality."", ""I ordered xxl size but the seller sent xl after the exchange I got right size. It's amazing light weight and the fabric quality is good. And it's excatelysame Shown in image Thanks Myntra Good product"", ""The chest pocket is terrible. The overall feel and fit is great but the pocket ruins the entire thing by sticking out. The space between the pocket is also very large so it doesn't look good even after fixing attempts.""]","['Jisnudeep Mandal', 'Vaibhav Palaria', 'Shashank']","['16 Oct 2023', '5 Oct 2023', '30 Dec 2023']"
92,HRX by Hrithik Roshan,Rapid Dry Printed Sports T-shirt,₹674,₹899,(25% OFF),[],[],[],[]
93,Roadster,Men Black Solid Round Neck T-shirt,₹356,₹849,(58% OFF),"[5, 4, 5]","[""Good product seriously...! Loved it..! I was just like you wondering if it's worth for money... And the answer is 'yes'.... The quality of cloth is appreciable considering its price. It fits fine for me and I'm lookin good :-) Go for size (M) if you are around the age 17-20 and not too* skinny and also not too* buff"", 'Loved it... Good quality.. Got its before the commenced date.. Go for it ???', ""My first shopping experience with myntra, and it's really superb experience. Ease of delivery and payment at such an affordable price and most importantly the cloth is so smooth and exact size I needed. It's quality is superb. Highly recommended to everyone.""]","['Vaishnav Rajesh', 'Aditya', 'Abhishek Agarwal']","['13 Apr 2021', '28 Dec 2020', '5 Apr 2023']"
94,Louis Philippe Jeans,Men Olive Green Brand Logo Printed Slim Fit Pure Cotton T-shirt,₹681,₹1049,(35% OFF),"[5, 5, 4]","[""The fit was good little long not much to worry in that just an inch or two but the material and the fit is good for a medium or thin size it's rite"", 'Very good quality tshirt. Great service from Myntra for being able to quickly replace the size for me.', 'A little longer than other tshirt but quality is good and the overall its fashionable']","['Sam Tim', 'Sumit Sabharwal', 'Ashish Nakade']","['22 June 2023', '16 Nov 2022', '9 Dec 2023']"
95,HRX by Hrithik Roshan,Rapid-Dry Reflective Running T-shirt,₹764,₹899,(15% OFF),[],[],[],[]
96,Roadster,Men Teal Blue Solid Round Neck T-shirt With Applique Detail,₹319,₹999,(68% OFF),"[5, 3, 3]","['Excellent product same as the picture thanks myntra thanks roadster , I have provided the picture after a wash . Excellent tshirt fit and length as expected', 'Usually i wear L size. but this one is little loose at hands and remaining fit is good I got this for 220 at this price range it is good one', 'Worst thing about roadster tshirts is their color. It gets dull from the first day you wash them. Good desgin overall good but dull color makes it look too old. Not buying tshirts from roadster in future.']","['Nagalakshmi Vg', 'Santhosh Reddy', 'Shikhar Shukla']","['2 Mar 2021', '29 Dec 2020', '3 Mar 2022']"
97,Bewakoof,Snoopy Printed Oversize Fit Cotton T-shirt,₹699,₹1499,(Rs. 800 OFF),"[5, 3, 5]","['I’m purchasing this from Myntra for the first time and I’m not sure about the size of products . So got some sizes issues and it is my fault. Whatever I loved the all the products that I ordered from Myntra teams . Very nice and very nice quality products. Thank you 🙏 and thank you for delivering sir ji. He is very smooth to deal with anything.', 'I ordered size s but actually size is m even tag is s . Otherwise print quality good colour also good', 'amazing stuff and excellent fitting. the stuff is also quite good ❤️']","['Yangchenchoedon', 'Prathamesh', 'Karan Pareek']","['14 Nov 2023', '14 Nov 2023', '11 Nov 2023']"
98,H&M,Regular Fit Pure Cotton T-shirt,Rs. 399,,,,,,
99,Kook N Keech,Men Black Blue Pure Striped Round Neck Pure Cotton T-shirt,₹305,₹899,(66% OFF),"[5, 5, 5]","['Ohhh MG, honestly saying…A very very fine product, It’s fit is something i always want, loose fit with a great strips pattern, Perfect for teens…Go for it!!!', 'Tshirt is same.. as shown in the picture.. material is soft.. comfertable to wear.. the print is also gud.. after wash also the print its as good as new', 'You will not regret getting this t-shirt. The quality of the t-shirts is very good.']","['Shivani Upamanyu', 'Harsha Nandgaonkar', 'Chetan Hore']","['17 May 2023', '18 July 2021', '21 Nov 2023']"
100,HRX by Hrithik Roshan,Men Self Design High Neck Running T-shirt,₹539,₹1199,(55% OFF),[5],"['Very nice, smooth & comfortable. HRX sports outfits r good.']",['Siddharth Singh'],['5 Nov 2023']
101,Roadster,Men Colourblocked Polo Collar T-shirt,₹349,₹899,(Rs. 550 OFF),"[3, 3, 5]","['The quality of fabric is of hosiery which is a big disappointment.', 'The quality of the cloth was not that great. Color was good and good fitting', 'Fabulous quality, i like a little loose tshirts and this is perfect for me']","['Danish Khan', 'Chandan Kumar', 'Myntra Customer']","['13 Oct 2023', '4 Nov 2023', '4 May 2023']"
